feature_id	feature_title	feature_lexeme	feature_description	collected	compiled	updated_day	updated_month	updated_year	domain	settlement	value	stimuli	answer	answer_unified	answer_lexibank
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'	jɨˤqʼ	j ɨˤ qʼ
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'	jɨˤqʼ	j ɨˤ qʼ
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	gʷarg	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	gʷarg	gʷarg	gʷ a r g
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'bɨr	jɨˤqʼbɨr	j ɨˤ qʼ b ɨ r
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'	jɨˤqʼ	j ɨˤ qʼ
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'bɨr	jɨˤqʼbɨr	j ɨˤ qʼ b ɨ r
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'	jɨˤqʼ	j ɨˤ qʼ
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	gʷarg	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	gʷarg	gʷarg	gʷ a r g
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'	jɨˤqʼ	j ɨˤ qʼ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	manq'ad	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	manq'ad	manqʼad	m a n qʼ a d
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	ikaldɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	ikaldɨ	ikaldɨ	i k a l d ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pisdɨ	pisdɨ	p i s d ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pisdɨ	pisdɨ	p i s d ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
223	Basic lexicon item ‘bad’		The map shows the distribution of lexical cognate sets of the concept ‘bad’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	pistɨ	1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.	pistɨ	pistɨ	p i s t ɨ
224	Basic lexicon item ‘bark (n.)’		The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	ǯugal / ǯugʷal / ǯuɣal / ǯigal	1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.	ǯugʷal	ǯugʷal	ǯ u gʷ a l
224	Basic lexicon item ‘bark (n.)’		The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	ǯugal / ǯugʷal / ǯuɣal / ǯigal	1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.	ǯuɣal	ǯuɣal	ǯ u ɣ a l
224	Basic lexicon item ‘bark (n.)’		The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	ǯugal / ǯugʷal / ǯuɣal / ǯigal	1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.	ǯigal	ǯigal	ǯ i g a l
224	Basic lexicon item ‘bark (n.)’		The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	ǯugal / ǯugʷal / ǯuɣal / ǯigal	1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.	ǯigal	ǯigal	ǯ i g a l
224	Basic lexicon item ‘bark (n.)’		The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	ǯugal / ǯugʷal / ǯuɣal / ǯigal	1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.	ǯugal	ǯugal	ǯ u g a l
224	Basic lexicon item ‘bark (n.)’		The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	ǯugal / ǯugʷal / ǯuɣal / ǯigal	1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.	ǯigal	ǯigal	ǯ i g a l
